0, 0, 36582, 12194, -1, -1, -1, -1
1, 0.690629, 1346, 2746, -1, -1, -1, -1
2, 0.015515, 2053, 11540, -1, -1, -1, -1
3, 1.16559, 20268, 109543, 7.57415e+07, 9696.4, 0, -1
7, 1.27082, 2938, 16931, 117013, 95.9526, -1, -1
6, 0.027162, 11209, 58794, 117013, 36.9961, -1, -1
7, 0.463214, 4958, 26869, 117013, 51.4157, -1, -1
8, 0.132495, 4958, 25659, 13794.8, 8.8791, -1, -1
9, 0.059004, 4958, 25659, 447.943, 6.62596, -1, -1
6, 0.014152, 7472, 36446, 447.943, 5.94864, -1, -1
7, 0.275157, 4961, 25645, 361.425, 6.18824, -1, -1
8, 0.08365, 4961, 25459, 109.453, 5.95343, -1, -1
9, 0.054622, 4961, 25459, 108.02, 5.76263, -1, -1
6, 0.012002, 6714, 32390, 108.02, 5.43622, -1, -1
7, 0.198275, 4919, 25241, 108.02, 5.72688, -1, -1
8, 0.064217, 4919, 25168, 108.02, 5.65527, -1, -1
9, 0.048831, 4919, 25168, 108.02, 5.5739, -1, -1
6, 0.034612, 14803, 75755, 107.423, 5.49955, -1, -1
7, 0.437156, 8216, 43718, 92.3539, 4.79258, -1, -1
8, 0.191377, 8216, 43498, 70.5641, 4.63794, -1, -1
9, 0.067495, 8216, 43498, 70.5641, 4.42497, -1, -1
6, 0.02012, 11249, 57071, 70.5641, 4.40166, -1, -1
7, 0.270492, 8186, 43412, 70.5641, 4.42442, -1, -1
8, 0.124083, 8186, 43345, 70.5641, 4.37538, -1, -1
9, 0.066093, 8186, 43345, 70.5641, 4.28682, -1, -1
6, 0.064611, 25667, 135696, 70.5641, 4.74779, -1, -1
7, 0.689606, 14756, 81414, 50.1763, 4.15399, -1, -1
8, 0.408998, 14756, 81132, 47.7761, 4.04412, -1, -1
9, 0.099731, 14756, 81132, 41.6415, 3.85399, -1, -1
6, 0.036825, 19225, 101889, 34.0611, 3.95479, -1, -1
7, 0.400312, 14635, 80601, 34.0611, 3.86723, -1, -1
8, 0.228596, 14635, 80558, 34.0611, 3.84184, -1, -1
9, 0.09606, 14635, 80558, 32.2658, 3.76632, -1, -1
6, 0.032038, 17894, 95012, 32.2658, 3.84845, -1, -1
7, 0.326586, 14504, 79911, 32.2658, 3.77905, -1, -1
8, 0.205857, 14504, 79911, 32.2658, 3.77106, -1, -1
9, 0.089885, 14504, 79911, 32.1979, 3.73091, -1, -1
6, 0.04901, 23529, 126452, 51.12, 4.06386, -1, -1
7, 0.624261, 17495, 96913, 46.9208, 3.81579, -1, -1
8, 0.332714, 17495, 96820, 43.1479, 3.78497, -1, -1
9, 0.104944, 17495, 96820, 35.346, 3.70332, -1, -1
6, 0.036635, 20841, 112001, 35.346, 3.79575, -1, -1
7, 0.492803, 17349, 96157, 35.346, 3.71153, -1, -1
8, 0.240908, 17349, 96134, 35.346, 3.7046, -1, -1
9, 0.101747, 17349, 96134, 31.8332, 3.66833, -1, -1
6, 0.035586, 20070, 107988, 31.8332, 3.74398, -1, -1
7, 0.452242, 17279, 95793, 31.8332, 3.67689, -1, -1
8, 0.236302, 17279, 95766, 31.8332, 3.67287, -1, -1
9, 0.097427, 17279, 95766, 31.8332, 3.65291, -1, -1
6, 0.030246, 18331, 99716, 44.9309, 3.6847, -1, -1
7, 0.528367, 17214, 95408, 34.9385, 3.66068, -1, -1
8, 0.228357, 17214, 95393, 34.9385, 3.6583, -1, -1
9, 0.096352, 17214, 95393, 33.4749, 3.64627, -1, -1
6, 0.029956, 18103, 98462, 33.4749, 3.66438, -1, -1
7, 0.54226, 17145, 95017, 33.4749, 3.64896, -1, -1
8, 0.221037, 17145, 95021, 33.4749, 3.64833, -1, -1
9, 0.091501, 17145, 95021, 33.4749, 3.64242, -1, -1
6, 0.029044, 18017, 98030, 33.4749, 3.67412, -1, -1
7, 0.526701, 17151, 95057, 33.4749, 3.65009, -1, -1
8, 0.220071, 17151, 95063, 33.4749, 3.64936, -1, -1
9, 0.087919, 17151, 95063, 28.6986, 3.64466, -1, -1
6, 0.029283, 17966, 97760, 28.6986, 3.66128, -1, -1
7, 0.496822, 17144, 95021, 28.6986, 3.64651, -1, -1
8, 0.219883, 17144, 95019, 28.6986, 3.64564, -1, -1
9, 0.08788, 17144, 95019, 29.3617, 3.64314, -1, -1
6, 0.029392, 18018, 98044, 37.4242, 3.67843, -1, -1
7, 0.521232, 17167, 95130, 37.4242, 3.65069, -1, -1
8, 0.221344, 17167, 95132, 37.4242, 3.64996, -1, -1
9, 0.086667, 17167, 95132, 29.0352, 3.64703, -1, -1
6, 0.02912, 17975, 97782, 29.0352, 3.66289, -1, -1
7, 0.498758, 17158, 95076, 29.0352, 3.64802, -1, -1
8, 0.222335, 17158, 95074, 29.0352, 3.64747, -1, -1
9, 0.087999, 17158, 95074, 28.8241, 3.64586, -1, -1
6, 0.029094, 17981, 97816, 28.8241, 3.66161, -1, -1
7, 0.497961, 17162, 95092, 28.8241, 3.64729, -1, -1
8, 0.222863, 17162, 95091, 28.8241, 3.64684, -1, -1
9, 0.088242, 17162, 95091, 28.7638, 3.64568, -1, -1
6, 0.029715, 17972, 97760, 28.7638, 3.66033, -1, -1
7, 0.496753, 17156, 95061, 28.7638, 3.6466, -1, -1
8, 0.220112, 17156, 95062, 28.7638, 3.64601, -1, -1
9, 0.08744, 17156, 95062, 28.7333, 3.64505, -1, -1
7, 0.451982, 17150, 95034, 28.7333, 3.64504, -1, -1
4, 16.8059, 17150, 95034, 28.7333, 3.64504, -1, -1
5, 0.424564, 10203, 41337, 28.7333, 3.69568, -1, -1
-1, 19.1021, 10203, 41337, 28.7333, 3.69568, 0, 86
